"mtry","ntree","nodesize"
12,5000,290
13,5000,290
14,5000,290
15,5000,290
2,6000,290
3,6000,290
4,6000,290
5,6000,290
6,6000,290
7,6000,290
8,6000,290
9,6000,290
10,6000,290
11,6000,290
12,6000,290
13,6000,290
14,6000,290
15,6000,290
2,7000,290
3,7000,290
4,7000,290
5,7000,290
6,7000,290
7,7000,290
8,7000,290
9,7000,290
10,7000,290
11,7000,290
12,7000,290
13,7000,290
14,7000,290
15,7000,290
2,8000,290
3,8000,290
4,8000,290
5,8000,290
6,8000,290
7,8000,290
8,8000,290
9,8000,290
10,8000,290
11,8000,290
12,8000,290
13,8000,290
14,8000,290
15,8000,290
2,9000,290
3,9000,290
4,9000,290
5,9000,290
6,9000,290
7,9000,290
8,9000,290
9,9000,290
10,9000,290
11,9000,290
12,9000,290
13,9000,290
14,9000,290
15,9000,290
2,10000,290
3,10000,290
4,10000,290
5,10000,290
6,10000,290
7,10000,290
8,10000,290
9,10000,290
10,10000,290
11,10000,290
12,10000,290
13,10000,290
14,10000,290
15,10000,290
2,1000,300
3,1000,300
4,1000,300
5,1000,300
6,1000,300
7,1000,300
8,1000,300
9,1000,300
10,1000,300
11,1000,300
12,1000,300
13,1000,300
14,1000,300
15,1000,300
2,2000,300
3,2000,300
4,2000,300
5,2000,300
6,2000,300
7,2000,300
8,2000,300
9,2000,300
10,2000,300
11,2000,300
12,2000,300
13,2000,300
14,2000,300
15,2000,300
2,3000,300
3,3000,300
4,3000,300
5,3000,300
6,3000,300
7,3000,300
8,3000,300
9,3000,300
10,3000,300
11,3000,300
12,3000,300
13,3000,300
14,3000,300
15,3000,300
2,4000,300
3,4000,300
4,4000,300
5,4000,300
6,4000,300
7,4000,300
8,4000,300
9,4000,300
10,4000,300
11,4000,300
12,4000,300
13,4000,300
14,4000,300
15,4000,300
2,5000,300
3,5000,300
4,5000,300
5,5000,300
6,5000,300
7,5000,300
8,5000,300
9,5000,300
10,5000,300
11,5000,300
12,5000,300
13,5000,300
14,5000,300
15,5000,300
2,6000,300
3,6000,300
4,6000,300
5,6000,300
6,6000,300
7,6000,300
8,6000,300
9,6000,300
10,6000,300
11,6000,300
12,6000,300
13,6000,300
14,6000,300
15,6000,300
2,7000,300
3,7000,300
4,7000,300
5,7000,300
6,7000,300
7,7000,300
8,7000,300
9,7000,300
10,7000,300
11,7000,300
12,7000,300
13,7000,300
14,7000,300
15,7000,300
2,8000,300
3,8000,300
4,8000,300
5,8000,300
6,8000,300
7,8000,300
8,8000,300
9,8000,300
10,8000,300
11,8000,300
12,8000,300
13,8000,300
14,8000,300
15,8000,300
2,9000,300
3,9000,300
4,9000,300
5,9000,300
6,9000,300
7,9000,300
8,9000,300
9,9000,300
10,9000,300
11,9000,300
12,9000,300
13,9000,300
14,9000,300
15,9000,300
2,10000,300
3,10000,300
4,10000,300
5,10000,300
6,10000,300
7,10000,300
8,10000,300
9,10000,300
10,10000,300
11,10000,300
12,10000,300
13,10000,300
14,10000,300
15,10000,300
2,1000,310
3,1000,310
4,1000,310
5,1000,310
6,1000,310
7,1000,310
8,1000,310
9,1000,310
10,1000,310
11,1000,310
12,1000,310
13,1000,310
14,1000,310
15,1000,310
2,2000,310
3,2000,310
4,2000,310
5,2000,310
6,2000,310
7,2000,310
8,2000,310
9,2000,310
10,2000,310
11,2000,310
12,2000,310
13,2000,310
14,2000,310
15,2000,310
2,3000,310
3,3000,310
4,3000,310
5,3000,310
6,3000,310
7,3000,310
8,3000,310
9,3000,310
10,3000,310
11,3000,310
12,3000,310
13,3000,310
14,3000,310
15,3000,310
2,4000,310
3,4000,310
4,4000,310
5,4000,310
6,4000,310
7,4000,310
8,4000,310
9,4000,310
10,4000,310
11,4000,310
12,4000,310
13,4000,310
14,4000,310
15,4000,310
2,5000,310
3,5000,310
4,5000,310
5,5000,310
6,5000,310
7,5000,310
8,5000,310
9,5000,310
10,5000,310
11,5000,310
12,5000,310
13,5000,310
14,5000,310
15,5000,310
2,6000,310
3,6000,310
4,6000,310
5,6000,310
6,6000,310
7,6000,310
8,6000,310
9,6000,310
10,6000,310
11,6000,310
12,6000,310
13,6000,310
14,6000,310
15,6000,310
2,7000,310
3,7000,310
4,7000,310
5,7000,310
6,7000,310
7,7000,310
8,7000,310
9,7000,310
10,7000,310
11,7000,310
12,7000,310
13,7000,310
14,7000,310
15,7000,310
2,8000,310
3,8000,310
4,8000,310
5,8000,310
6,8000,310
7,8000,310
8,8000,310
9,8000,310
10,8000,310
11,8000,310
12,8000,310
13,8000,310
14,8000,310
15,8000,310
2,9000,310
3,9000,310
4,9000,310
5,9000,310
6,9000,310
7,9000,310
8,9000,310
9,9000,310
10,9000,310
11,9000,310
12,9000,310
13,9000,310
14,9000,310
15,9000,310
2,10000,310
3,10000,310
4,10000,310
5,10000,310
6,10000,310
7,10000,310
8,10000,310
9,10000,310
10,10000,310
11,10000,310
12,10000,310
13,10000,310
14,10000,310
15,10000,310
2,1000,320
3,1000,320
4,1000,320
5,1000,320
6,1000,320
7,1000,320
8,1000,320
9,1000,320
10,1000,320
11,1000,320
12,1000,320
13,1000,320
14,1000,320
15,1000,320
2,2000,320
3,2000,320
4,2000,320
5,2000,320
6,2000,320
7,2000,320
8,2000,320
9,2000,320
10,2000,320
11,2000,320
12,2000,320
13,2000,320
14,2000,320
15,2000,320
2,3000,320
3,3000,320
4,3000,320
5,3000,320
6,3000,320
7,3000,320
8,3000,320
9,3000,320
10,3000,320
11,3000,320
12,3000,320
13,3000,320
14,3000,320
15,3000,320
2,4000,320
3,4000,320
4,4000,320
5,4000,320
6,4000,320
7,4000,320
8,4000,320
9,4000,320
10,4000,320
11,4000,320
12,4000,320
13,4000,320
14,4000,320
15,4000,320
2,5000,320
3,5000,320
4,5000,320
5,5000,320
6,5000,320
7,5000,320
8,5000,320
9,5000,320
10,5000,320
11,5000,320
12,5000,320
13,5000,320
14,5000,320
15,5000,320
2,6000,320
3,6000,320
4,6000,320
5,6000,320
6,6000,320
7,6000,320
8,6000,320
9,6000,320
10,6000,320
11,6000,320
12,6000,320
13,6000,320
14,6000,320
15,6000,320
2,7000,320
3,7000,320
4,7000,320
5,7000,320
6,7000,320
7,7000,320
8,7000,320
9,7000,320
10,7000,320
11,7000,320
12,7000,320
13,7000,320
14,7000,320
15,7000,320
2,8000,320
3,8000,320
4,8000,320
5,8000,320
6,8000,320
7,8000,320
8,8000,320
9,8000,320
10,8000,320
11,8000,320
12,8000,320
13,8000,320
14,8000,320
15,8000,320
2,9000,320
3,9000,320
4,9000,320
5,9000,320
6,9000,320
7,9000,320
8,9000,320
9,9000,320
10,9000,320
11,9000,320
12,9000,320
13,9000,320
14,9000,320
15,9000,320
2,10000,320
3,10000,320
4,10000,320
5,10000,320
6,10000,320
7,10000,320
8,10000,320
9,10000,320
10,10000,320
11,10000,320
12,10000,320
13,10000,320
14,10000,320
15,10000,320
2,1000,330
3,1000,330
4,1000,330
5,1000,330
6,1000,330
7,1000,330
8,1000,330
9,1000,330
10,1000,330
11,1000,330
12,1000,330
13,1000,330
14,1000,330
15,1000,330
2,2000,330
3,2000,330
4,2000,330
5,2000,330
6,2000,330
7,2000,330
8,2000,330
9,2000,330
10,2000,330
11,2000,330
12,2000,330
13,2000,330
14,2000,330
15,2000,330
2,3000,330
3,3000,330
4,3000,330
5,3000,330
6,3000,330
7,3000,330
8,3000,330
9,3000,330
10,3000,330
11,3000,330
12,3000,330
13,3000,330
14,3000,330
15,3000,330
2,4000,330
3,4000,330
4,4000,330
5,4000,330
6,4000,330
7,4000,330
8,4000,330
9,4000,330
10,4000,330
11,4000,330
12,4000,330
13,4000,330
14,4000,330
15,4000,330
2,5000,330
3,5000,330
4,5000,330
5,5000,330
6,5000,330
7,5000,330
8,5000,330
9,5000,330
10,5000,330
11,5000,330
12,5000,330
13,5000,330
14,5000,330
15,5000,330
2,6000,330
3,6000,330
4,6000,330
5,6000,330
6,6000,330
7,6000,330
8,6000,330
9,6000,330
10,6000,330
11,6000,330
12,6000,330
13,6000,330
14,6000,330
15,6000,330
2,7000,330
3,7000,330
4,7000,330
5,7000,330
6,7000,330
7,7000,330
8,7000,330
9,7000,330
10,7000,330
11,7000,330
12,7000,330
13,7000,330
14,7000,330
15,7000,330
2,8000,330
3,8000,330
4,8000,330
5,8000,330
6,8000,330
7,8000,330
8,8000,330
9,8000,330
10,8000,330
11,8000,330
12,8000,330
13,8000,330
14,8000,330
15,8000,330
2,9000,330
3,9000,330
4,9000,330
5,9000,330
6,9000,330
7,9000,330
8,9000,330
9,9000,330
10,9000,330
11,9000,330
12,9000,330
13,9000,330
14,9000,330
15,9000,330
2,10000,330
3,10000,330
4,10000,330
5,10000,330
6,10000,330
7,10000,330
8,10000,330
9,10000,330
10,10000,330
11,10000,330
12,10000,330
13,10000,330
14,10000,330
15,10000,330
2,1000,340
3,1000,340
4,1000,340
5,1000,340
6,1000,340
7,1000,340
8,1000,340
9,1000,340
10,1000,340
11,1000,340
12,1000,340
13,1000,340
14,1000,340
15,1000,340
2,2000,340
3,2000,340
4,2000,340
5,2000,340
6,2000,340
7,2000,340
8,2000,340
9,2000,340
10,2000,340
11,2000,340
12,2000,340
13,2000,340
14,2000,340
15,2000,340
2,3000,340
3,3000,340
4,3000,340
5,3000,340
6,3000,340
7,3000,340
8,3000,340
9,3000,340
10,3000,340
11,3000,340
12,3000,340
13,3000,340
14,3000,340
15,3000,340
2,4000,340
3,4000,340
4,4000,340
5,4000,340
6,4000,340
7,4000,340
8,4000,340
9,4000,340
10,4000,340
11,4000,340
12,4000,340
13,4000,340
14,4000,340
15,4000,340
2,5000,340
3,5000,340
4,5000,340
5,5000,340
6,5000,340
7,5000,340
8,5000,340
9,5000,340
10,5000,340
11,5000,340
12,5000,340
13,5000,340
14,5000,340
15,5000,340
2,6000,340
3,6000,340
4,6000,340
5,6000,340
6,6000,340
7,6000,340
8,6000,340
9,6000,340
10,6000,340
11,6000,340
12,6000,340
13,6000,340
14,6000,340
15,6000,340
2,7000,340
3,7000,340
4,7000,340
5,7000,340
6,7000,340
7,7000,340
8,7000,340
9,7000,340
10,7000,340
11,7000,340
12,7000,340
13,7000,340
14,7000,340
15,7000,340
2,8000,340
3,8000,340
4,8000,340
5,8000,340
6,8000,340
7,8000,340
8,8000,340
9,8000,340
10,8000,340
11,8000,340
12,8000,340
13,8000,340
14,8000,340
15,8000,340
2,9000,340
3,9000,340
4,9000,340
5,9000,340
6,9000,340
7,9000,340
8,9000,340
9,9000,340
10,9000,340
11,9000,340
12,9000,340
13,9000,340
14,9000,340
15,9000,340
2,10000,340
3,10000,340
4,10000,340
5,10000,340
6,10000,340
7,10000,340
8,10000,340
9,10000,340
10,10000,340
11,10000,340
12,10000,340
13,10000,340
14,10000,340
15,10000,340
2,1000,350
3,1000,350
4,1000,350
5,1000,350
6,1000,350
7,1000,350
8,1000,350
9,1000,350
10,1000,350
11,1000,350
12,1000,350
13,1000,350
14,1000,350
15,1000,350
2,2000,350
3,2000,350
4,2000,350
5,2000,350
6,2000,350
7,2000,350
8,2000,350
9,2000,350
10,2000,350
11,2000,350
12,2000,350
13,2000,350
14,2000,350
15,2000,350
2,3000,350
3,3000,350
4,3000,350
5,3000,350
6,3000,350
7,3000,350
8,3000,350
9,3000,350
10,3000,350
11,3000,350
12,3000,350
13,3000,350
14,3000,350
15,3000,350
2,4000,350
3,4000,350
4,4000,350
5,4000,350
6,4000,350
7,4000,350
8,4000,350
9,4000,350
10,4000,350
11,4000,350
12,4000,350
13,4000,350
14,4000,350
15,4000,350
2,5000,350
3,5000,350
4,5000,350
5,5000,350
6,5000,350
7,5000,350
8,5000,350
9,5000,350
10,5000,350
11,5000,350
12,5000,350
13,5000,350
14,5000,350
15,5000,350
2,6000,350
3,6000,350
4,6000,350
5,6000,350
6,6000,350
7,6000,350
8,6000,350
9,6000,350
10,6000,350
11,6000,350
12,6000,350
13,6000,350
14,6000,350
15,6000,350
2,7000,350
3,7000,350
4,7000,350
5,7000,350
6,7000,350
7,7000,350
8,7000,350
9,7000,350
10,7000,350
11,7000,350
12,7000,350
13,7000,350
14,7000,350
15,7000,350
2,8000,350
3,8000,350
4,8000,350
5,8000,350
6,8000,350
7,8000,350
8,8000,350
9,8000,350
10,8000,350
11,8000,350
12,8000,350
13,8000,350
14,8000,350
15,8000,350
2,9000,350
3,9000,350
4,9000,350
5,9000,350
6,9000,350
7,9000,350
8,9000,350
9,9000,350
10,9000,350
11,9000,350
12,9000,350
13,9000,350
14,9000,350
15,9000,350
2,10000,350
3,10000,350
4,10000,350
5,10000,350
6,10000,350
7,10000,350
8,10000,350
9,10000,350
10,10000,350
11,10000,350
12,10000,350
13,10000,350
14,10000,350
15,10000,350
2,1000,360
3,1000,360
4,1000,360
5,1000,360
6,1000,360
7,1000,360
8,1000,360
9,1000,360
10,1000,360
11,1000,360
12,1000,360
13,1000,360
14,1000,360
15,1000,360
2,2000,360
3,2000,360
4,2000,360
5,2000,360
6,2000,360
7,2000,360
8,2000,360
9,2000,360
10,2000,360
11,2000,360
12,2000,360
13,2000,360
14,2000,360
15,2000,360
2,3000,360
3,3000,360
4,3000,360
5,3000,360
6,3000,360
7,3000,360
8,3000,360
9,3000,360
10,3000,360
11,3000,360
12,3000,360
13,3000,360
14,3000,360
15,3000,360
2,4000,360
3,4000,360
4,4000,360
5,4000,360
6,4000,360
7,4000,360
8,4000,360
9,4000,360
10,4000,360
11,4000,360
12,4000,360
13,4000,360
14,4000,360
15,4000,360
2,5000,360
3,5000,360
4,5000,360
5,5000,360
6,5000,360
7,5000,360
8,5000,360
9,5000,360
10,5000,360
11,5000,360
12,5000,360
13,5000,360
14,5000,360
15,5000,360
2,6000,360
3,6000,360
4,6000,360
5,6000,360
6,6000,360
7,6000,360
8,6000,360
9,6000,360
10,6000,360
11,6000,360
12,6000,360
13,6000,360
14,6000,360
15,6000,360
2,7000,360
3,7000,360
4,7000,360
5,7000,360
6,7000,360
7,7000,360
8,7000,360
9,7000,360
10,7000,360
11,7000,360
12,7000,360
13,7000,360
14,7000,360
15,7000,360
2,8000,360
3,8000,360
4,8000,360
5,8000,360
6,8000,360
7,8000,360
8,8000,360
9,8000,360
10,8000,360
11,8000,360
12,8000,360
13,8000,360
14,8000,360
15,8000,360
2,9000,360
3,9000,360
4,9000,360
5,9000,360
6,9000,360
7,9000,360
8,9000,360
9,9000,360
10,9000,360
11,9000,360
12,9000,360
13,9000,360
14,9000,360
15,9000,360
2,10000,360
3,10000,360
4,10000,360
5,10000,360
6,10000,360
7,10000,360
8,10000,360
9,10000,360
10,10000,360
11,10000,360
12,10000,360
13,10000,360
14,10000,360
15,10000,360
2,1000,370
3,1000,370
4,1000,370
5,1000,370
6,1000,370
7,1000,370
8,1000,370
9,1000,370
10,1000,370
11,1000,370
12,1000,370
13,1000,370
14,1000,370
15,1000,370
2,2000,370
3,2000,370
4,2000,370
5,2000,370
6,2000,370
7,2000,370
8,2000,370
9,2000,370
10,2000,370
11,2000,370
12,2000,370
13,2000,370
14,2000,370
15,2000,370
2,3000,370
3,3000,370
4,3000,370
5,3000,370
6,3000,370
7,3000,370
8,3000,370
9,3000,370
10,3000,370
11,3000,370
12,3000,370
13,3000,370
14,3000,370
15,3000,370
2,4000,370
3,4000,370
4,4000,370
5,4000,370
6,4000,370
7,4000,370
8,4000,370
9,4000,370
10,4000,370
11,4000,370
12,4000,370
13,4000,370
14,4000,370
15,4000,370
2,5000,370
3,5000,370
4,5000,370
5,5000,370
6,5000,370
7,5000,370
8,5000,370
9,5000,370
10,5000,370
11,5000,370
12,5000,370
13,5000,370
14,5000,370
15,5000,370
2,6000,370
3,6000,370
4,6000,370
5,6000,370
6,6000,370
7,6000,370
8,6000,370
9,6000,370
10,6000,370
11,6000,370
12,6000,370
13,6000,370
14,6000,370
15,6000,370
2,7000,370
3,7000,370
4,7000,370
5,7000,370
6,7000,370
7,7000,370
8,7000,370
9,7000,370
10,7000,370
11,7000,370
12,7000,370
13,7000,370
14,7000,370
15,7000,370
2,8000,370
3,8000,370
4,8000,370
5,8000,370
6,8000,370
7,8000,370
8,8000,370
9,8000,370
10,8000,370
11,8000,370
12,8000,370
13,8000,370
14,8000,370
15,8000,370
2,9000,370
3,9000,370
4,9000,370
5,9000,370
6,9000,370
7,9000,370
8,9000,370
9,9000,370
10,9000,370
11,9000,370
12,9000,370
13,9000,370
14,9000,370
15,9000,370
2,10000,370
3,10000,370
4,10000,370
5,10000,370
6,10000,370
7,10000,370
8,10000,370
9,10000,370
10,10000,370
11,10000,370
12,10000,370
13,10000,370
14,10000,370
15,10000,370
